,Status,Sentence
1864,happy,"একের পর এক সত্য যেভাবে সবার চোখের সামনে নিয়ে আসতেছেন! নিজেদের দিকেও একটু খেয়াল রেখেন আপনারা। আপনাদের জন্যি এখন যাত্রীরা নিজেদের ন্যায্য অধিকার পাচ্ছে। হ্যাটস অফ টু ইয়ু Magistrates, All Airports of Bangladesh"
1865,happy,এমন কর্মঠ অফিসার কয়েক জন থাকলে দেশ টাই পাল্টে যেত। অভিনন্দন।
1866,angry,"বাংলাদেশের ইমিগ্রেশন অফিসাররা বেয়াদব, অসভ্য।"
1867,happy,"এটা ১০০% সত্যি কথা,"
1868,happy,salute u.... এরকম ইনসাফ দেখলে ভাল লাগে।
1869,happy,ইউসুফ স্যার ইতিহাস হয়ে থাকবে অাপনার ভূমিকা ~ জাজাকাল্লাহ ~♥
1870,happy,চ্যানেলে দেখেছি। ভাল লাগল। thanks your great job.
1871,happy,মাঝে মাঝে কিছু পজিটিভ নিউজ পাই যেগুলো সব ব্যার্থতার গ্লানিকে নিমেষেই ভুলিয়ে দেয়।
1872,happy,আপনাকে সেলুট সার। আপনাদের মত কিছু লোকের জন্যই আজ ও আমরা ন্যায্য বিচার পাই। আশা করি সব সময় নানা প্রতিকুলতার মাঝে ও আমাদের পাশে থাকবেন।
1873,happy,ধন্যবাদ ম্যাজিস্ট্রেট সাহেব ।দেশের এয়ার পোর্টের দূর্বল ব্যবস্থাপনার জন্য এরা সুযোগ নেয়।আপনি এদেরকে উচিত শিক্ষা দিয়েেছেন। আপনি দায়িত্ব পালন করে যান। সাধারণ মানুষের সহমর্মিতা ও দোআ রইল।
1874,sad,"স্যার,চট্রগ্রামে ও এরকম অনেক যাত্রীদের সাথে প্রতারণা করা হয়,দয়া করে ব্যবস্থা গ্রহণ করবেন।"
1875,happy,শুভ নববর্ষের শুভেচ্ছা স্যার আপনাকে এবং পরিবারের সবাইকে ।action চালিয়ে যান
1876,happy,আপনাদের কর্মতৎপরতা দেশের মানুষের কাছে শ্রদ্ধার হয়ে উঠছেন। সরকারের প্রতিটি সেক্টরে যদি এমন হতো তাহলে বাংলাদেশ অনেক দূরে এগিয়ে যেতো। আপনাদের প্রতি কৃতজ্ঞতা জানালেও খাটো করা হয়। সবকিছুর উর্দ্ধে আপনাদের কর্মকাণ্ড। এগিয়ে যান। সবার দোয়া থাকলো।
1877,fear,"স্যার কোন সংবাদ পাচ্ছিনা !! এখন কন মিশনে আছেন ? আপনি এমিরেটস,মিহিন লঙ্কা,মালিন্দ, মালদিভিয়ান এয়ার কে ধরেন এদের লোকাল স্টাফ দুনাম্বার প্যাসেঙ্গার পাচার করে ।"
1878,surprise,"স্যার রা কেঁচো খুড়তে নেমেছেন, এখন দেখছি অজগর বেরিয়ে আসছে। যাহা দংশন করেনা আস্ত গিলে খায়।"
1879,sad,"যদি আইনে থাকতো তাহলে এমন নির্লজ্জ আচরনের জন্য কোটি টাকা জরিমানা করলেও কম হতো! গরিব, অসহয়া, সহজ-সরল মানুষেরাই সব সময় ভুক্তভোগী"
