,Status,Sentence
2301,happy,টেলিভিশন চেইঞ্জ :-D ঘড়িও। রুমে নাকি?
2302,angry,হাত কড়া ক্যান ?
2303,happy,ভাল লাগলো
2304,happy,আপনাদের সফলতা কামনা করি।
2305,angry,"আপনারাই বলবেন উচিত,আমার মতে ,একটা হাত কেটে ফেলানো দরকার।"
2306,happy,nd time in BANGLADESH. .😊 অভিনন্দন মিঃ বেনজির ।
2307,happy,বেনজীরকে স্যালুট..!
2308,happy,চাই সুন্দর বিমানবন্দর দেশী বিদেশী
2309,disgust,"দল্ডটা লগু , গুরু দন্ড দিলে আকামে লিপ্ত"
2310,angry,এয়ারপোর্টে এতো অনিয়ম কেন??? :O
2311,happy,"পরিবর্তন হয়ে ,শুভ কামনা রইল"
2312,angry,লিড বড় মাপের রাগব বোয়াল আছে!
2313,happy,বদলের দিনের অপেক্ষায় সবাই ।
2314,happy,ভাল কাজ। জনাব রুমের টেলিভিশন টা দেখছি পরিবর্তন হইছে।
2315,happy,ধন্যবাদ বেনজীর ভাইকে।
2316,angry,এগুলা কাপড় খুলে লেংটা ৩ মাস রাস্তায় বেধে সবাই দেখুবে পাবলিকই
2317,happy,বদলাবেই!! মত সাহসী মানুষদের অনুপ্রেরনায় বদলাবেই।
2318,happy,"সাব্বাশ, স্যালুট"
2319,happy,ধন্যবাদ বস
2320,happy,পরিবর্তন আসবেই....
2321,happy,হাল ছা‌ড়ি‌নি! বদল হ‌বেই হ‌বে!
2322,angry,চোর কেমনে চিনব---!? গলায় লটকায়ে দিলে চিনতে সুবিধা হতো না---!?
2323,disgust,আসল গড়ি টা কই
2324,angry,অপরাধী কোনজন????
2325,happy,ঘড়ি টিভি টা বদল সুন্দর করেচেন
2326,angry,কোপা সামসু
2327,disgust,তাদেরকে ইগনোর হবে?তাকে গ্রেফতার হোক।এটা একটা ষড়যন্ত্র।
2328,disgust,"একটা ভালো কাজের ক্ষতি যায় বদনাম যায়, লোক করে।"
2329,happy,"গাছে আম তাইলে মানুষ ডিল দিবেই, গাছ আম দেয়া বন্ধ করবে??? কক্ষনই না। ভাল মানুষ, ভাল কোনদিন বাজে কথায় কান দেয়না।"
2330,disgust,"সরকারি আমলা ভালো ,সরকারের বদনাম তর ভালো মানুষ টাকে আরাল দেয়"
2331,happy,"অন্যের গর্ত গর্তে একদিন নিজেকে পড়তে হয়। স্যার আপনারা এগিয়ে প্রবাসী আছি আপনাদের সাথে,ভালো সৎ উদ্দেশ্য কখনো থেমে থাকেনা।"
2332,happy,ভাই আপনারা যতই ভালো করুন রাখবেন অবশ্যই মানুষের চুলকানি | আপনারা মনখারাপ | আপনাদের সাথে মানুষে দোয়া ভালোবাসা আছে। আপনারা সামনের এগিয়ে | আল্লাহ আপনাদের মঙ্গল করুন | আমীন |
2333,happy,"Sir ভাল মাঝে ভুল বোঝাবুঝি কষ্ট পাবেন না, গতিতে যেটা ভাল করেন। মানুষের প্রকাশভঙ্গি একরকম হয়না....ধন্যবাদ স্যার।"
2334,happy,আপডেট অপেক্ষায় থাকলাম।আশাকরি হয়রানি বন্ধ আপনারা সফল হবেন।
2335,disgust,"যাত্রীর-ই দোষ অভিযোগটা যথাযথো উপায় হয়নি। অহেতুক তাদেরকে(Magistrates, All Airports of Bangladesh) দোষারোপ না। তারপরও সহযোগীর কথা বলেছেন। উনারা ভাল করছেন। প্রশংসা ধন্যবাদ দিয়েই শেষ যায় না। এগিয়ে যান... Magistrates, All Airports of Bangladesh"
2336,angry,হেতেরে লাল কার্ড। মানে ব্লক। এইসব শুয়োরর বাচ্চারা দেশটাকে শুয়োরের খামার বানাইয়া রাখতে চায়।
2337,disgust,"যতদূর জানি রিজেন্ট না, ডাহা মিথ্যা অভিযোগ ।"
2338,angry,"শুয়োরের বাচ্চাকে যেভাবেই গ্রেফতার করতেই হবে, চক্রের একজন সক্রিয় সদস্য ষড়যন্ত্রকারী। প্লিজ স্যার, কালপ্রিটকে ধরার চেস্টা করুন।"
2339,disgust,"এসব উদ্দেশ্যমূলক শয়তানী।আপনারা আপনাদের চালিয়ে ভাই,আল্লাহ আপনাদের সহায় হোন।"
2340,happy,"স্যার আপনাদের মানুষ চলবে। দেশ এগিয়ে যাবে। সুফল পাচ্ছি । আপনাদের থেকে। কৃতজ্ঞতা , ধন্যবাদ । চালিয়ে ।"
2341,happy,"পড়ে ""বিজ্ঞাপন""টা থাকবো ন্যায় সংগে। ~শুভ কামনা রইলো স্যার~"
